timestamp,forecast_cloud_cover,forecast_temp_c,forecast_wind_ms,forecast_humidity_pct,measured_poa_wm2,measured_module_temp_c,measured_ambient_temp_c,rainfall_mm,status,ac_power_kw
2024-05-16 03:00:00,0.657,23.3,3.13,74.0,0.0,24.5,23.59,0.0,STANDBY,-999.0
2024-05-16 04:00:00,0.631,23.2,3.05,74.0,0.0,23.71,25.23,0.0,STANDBY,0.0
2024-05-16 05:00:00,0.569,23.6,2.32,69.0,0.0,24.77,25.02,0.0,STANDBY,-3.17
2024-05-16 06:00:00,0.645,24.6,2.23,69.0,60.4,26.93,26.0,0.0,RUN,249.47
2024-05-16 07:00:00,0.621,25.8,1.97,66.0,244.3,31.79,27.91,0.0,RUN,2341.71
2024-05-16 08:00:00,0.435,28.3,2.24,57.0,479.3,37.7,29.21,0.0,,4691.45
16-05-2024 09:00,0.438,29.9,2.48,50.0,627.5,43.49,30.13,0.0,run,6749.15
2024-05-16 10:00:00,0.653,30.9,2.74,52.0,785.6,47.82,31.81,0.0, RUN ,7925.77
2024-05-16 11:00:00,0.525,32.2,3.61,49.0,912.2,50.33,33.52,0.0,RUN,9053.34
2024-05-16 12:00:00,0.54,32.9,3.29,48.0,900.6,51.44,34.11,0.0,RUN,9125.06
2024-05-16 13:00:00,0.491,34.7,3.5,47.0,888.3,50.69,34.06,0.0,,8770.36
2024-05-16 14:00:00,0.516,35.3,4.13,48.0,745.7,49.32,34.73,0.0,RUN,7392.99
2024-05-16 15:00:00,0.44,35.5,4.04,49.0,561.3,45.89,34.84,0.0,RUN,5768.08
2024-05-16 16:00:00,0.499,35.6,3.94,51.0,351.7,40.33,34.86,0.0,RUN,3417.9
2024-05-16 17:00:00,0.365,35.4,4.1,50.0,160.9,39.22,34.77,0.0,RUN,1248.17
2024-05-16 18:00:00,0.242,34.5,4.32,49.0,25.5,32.98,33.86,0.0,RUN,0.0
2024-05-16 19:00:00,0.433,32.9,4.26,51.0,0.0,32.84,32.3,0.0,STANDBY,-8.39
2024-05-16 20:00:00,0.29,31.1,3.55,54.0,0.0,30.58,30.91,0.0,,0.0
16-05-2024 21:00,0.282,30.1,3.22,54.0,0.0,31.97,30.31,0.0,STANDBY,0.0
2024-05-16 22:00:00,0.285,28.3,3.35,60.0,0.0,27.73,29.03,0.0,STANDBY,-8.81
2024-05-16 23:00:00,0.462,26.7,3.07,69.0,0.0,26.22,26.99,0.0,STANDBY,0.0
2024-05-17 00:00:00,0.68,24.1,2.88,69.0,0.0,23.68,24.38,0.0,STANDBY,0.0
2024-05-17 01:00:00,0.779,23.2,2.51,70.0,0.0,23.85,23.55,0.0,standby,-4.48
2024-05-17 02:00:00,0.749,22.6,2.47,69.0,0.0,23.22,23.14,0.0,STANDBY,-7.75
2024-05-17 03:00:00,0.612,22.2,2.34,68.0,0.0,20.94,23.06,0.0,STANDBY,-8.37
2024-05-17 04:00:00,0.656,22.5,2.86,68.0,0.0,23.19,22.7,0.0,STANDBY,0.0
2024-05-17 05:00:00,0.662,22.7,2.53,67.0,0.0,21.86,23.74,0.0,STANDBY,0.0
2024-05-17 06:00:00,0.631,23.5,2.72,68.0,68.9,26.33,24.19,0.0,RUN,228.19
2024-05-17 07:00:00,0.631,24.8,2.2,66.0,235.0,29.6,26.05,0.0,RUN,2261.86
2024-05-17 08:00:00,0.453,26.1,2.57,59.0,454.0,35.9,27.18,0.0,RUN,4728.64
2024-05-17 09:00:00,0.512,27.8,2.87,58.0,654.0,41.76,28.47,0.0,RUN,6688.53
2024-05-17 10:00:00,0.645,29.2,3.73,54.0,758.4,45.39,29.81,0.0,RUN,7704.76
2024-05-17 11:00:00,0.596,30.2,3.9,49.0,886.0,47.22,31.01,0.0,RUN,8844.62
2024-05-17 12:00:00,0.537,31.4,4.09,47.0,873.2,46.34,31.93,0.0,RUN,9039.51
2024-05-17 13:00:00,0.407,32.5,4.18,43.0,861.6,48.11,33.59,0.0,run,8767.9
2024-05-17 14:00:00,0.309,32.5,3.56,39.0,768.9,48.77,33.69,0.0,RUN,7711.38
2024-05-17 15:00:00,0.473,33.1,3.92,38.0,598.7,43.4,33.43,0.0,RUN,5844.3
2024-05-17 16:00:00,0.504,32.2,4.8,40.0,363.0,40.82,33.06,0.0,RUN,3561.45
2024-05-17 17:00:00,0.475,31.3,5.59,42.0,164.4,35.56,32.67,0.0,RUN,1272.73
2024-05-17 18:00:00,0.472,30.1,5.66,44.0,16.8,31.98,31.85,0.0,RUN,12.1
2024-05-17 19:00:00,0.644,29.4,4.41,49.0,0.0,30.08,30.2,0.0,STANDBY,0.0
2024-05-17 20:00:00,0.584,28.2,4.11,53.0,0.0,30.74,29.46,0.0,STANDBY,0.0
2024-05-17 21:00:00,0.642,27.0,3.45,57.0,0.0,28.44,28.94,0.0,STANDBY,-7.3
2024-05-17 22:00:00,0.544,25.7,3.55,59.0,0.0,27.22,26.2,0.0,standby,-6.54
2024-05-17 23:00:00,0.336,24.0,4.15,60.0,0.0,27.17,24.83,0.0,standby,-4.5
2024-05-18 00:00:00,0.166,21.9,7.05,61.0,0.0,23.3,23.81,0.0,STANDBY,-9.31
2024-05-18 01:00:00,0.132,21.4,6.53,61.0,0.0,23.32,22.82,0.0,STANDBY,0.0
2024-05-18 02:00:00,0.127,20.8,7.63,62.0,0.0,22.1,22.3,0.0,STANDBY,-8.82
2024-05-18 03:00:00,0.122,20.7,6.61,65.0,0.0,22.87,22.13,0.0,STANDBY,-8.74
2024-05-18 04:00:00,0.148,20.7,6.42,64.0,0.0,22.36,23.15,0.0,STANDBY,-5.24
2024-05-18 05:00:00,0.068,21.2,6.65,62.0,0.0,23.48,23.4,0.0,STANDBY,-2.67
2024-05-18 06:00:00,0.049,22.4,6.27,58.0,74.0,26.06,24.25,0.0,RUN,309.09
2024-05-18 07:00:00,0.178,23.5,5.42,58.0,244.0,29.34,25.34,0.0,RUN,2367.62
2024-05-18 08:00:00,0.222,25.3,5.62,58.0,456.2,34.66,26.32,0.0,run,4501.56
2024-05-18 09:00:00,0.245,27.2,6.03,57.0,586.1,39.44,28.54,0.0,RUN,6237.24
2024-05-18 10:00:00,0.415,28.5,7.56,52.0,648.7,41.7,28.28,0.0,RUN,6784.95
2024-05-18 11:00:00,0.407,29.9,7.47,49.0,780.2,44.06,30.52,0.0,RUN,8152.42
2024-05-18 12:00:00,0.18,31.1,7.07,42.0,919.3,47.53,31.42,0.0,RUN,9217.35
2024-05-18 13:00:00,0.092,32.3,7.15,39.0,860.2,47.04,32.13,0.0,RUN,8995.19
2024-05-18 14:00:00,0.139,32.8,7.32,41.0,807.0,44.87,32.31,0.0,,7660.98
2024-05-18 15:00:00,0.173,33.1,7.61,40.0,597.9,41.54,33.53,0.0,RUN,5914.85
2024-05-18 16:00:00,0.106,32.5,8.14,40.0,371.0,39.65,33.04,0.0,RUN,3671.71
2024-05-18 17:00:00,0.055,31.8,8.03,35.0,173.5,33.86,32.4,0.0,RUN,1364.78
2024-05-18 18:00:00,0.162,30.7,6.24,44.0,29.3,32.09,30.8,0.0,RUN,-10.55
2024-05-18 19:00:00,0.203,30.1,6.51,48.0,0.0,31.19,30.75,0.0,STANDBY,-5.82
2024-05-18 20:00:00,0.086,28.8,6.88,49.0,0.0,29.15,29.4,0.0,standby,-5.41
2024-05-18 21:00:00,0.059,27.4,7.72,49.0,0.0,26.41,27.68,0.0,STANDBY,0.0
2024-05-18 22:00:00,0.116,26.5,7.62,54.0,0.0,26.0,26.04,0.0,STANDBY,0.0
2024-05-18 23:00:00,0.163,25.2,7.07,57.0,0.0,24.6,24.77,0.0,STANDBY,-5.58
2024-05-19 00:00:00,0.131,24.8,4.67,57.0,0.0,24.4,24.53,0.0,STANDBY,0.0
2024-05-19 01:00:00,0.114,23.7,4.09,63.0,0.0,24.43,24.34,0.0,STANDBY,0.0
2024-05-19 02:00:00,0.236,22.8,4.42,65.0,0.0,23.48,23.61,0.0,STANDBY,0.0
2024-05-19 03:00:00,0.144,22.8,4.53,64.0,0.0,22.73,22.89,0.0,STANDBY,0.0
2024-05-19 04:00:00,0.14,22.1,4.48,63.0,0.0,23.03,23.75,0.0,STANDBY,0.0
2024-05-19 05:00:00,0.118,23.5,4.13,58.0,0.0,22.47,24.64,0.0,STANDBY,0.0
2024-05-19 06:00:00,0.111,24.4,4.11,56.0,67.8,26.68,25.14,0.0,run,254.79
2024-05-19 07:00:00,0.125,26.0,3.32,53.0,258.7,30.72,26.96,0.0,RUN,2406.77
2024-05-19 08:00:00,0.052,27.4,3.38,51.0,488.6,36.61,27.67,0.0,RUN,4721.85
2024-05-19 09:00:00,0.073,28.9,3.63,51.0,694.1,40.56,29.54,0.0,RUN,6884.59
2024-05-19 10:00:00,0.138,30.8,4.4,50.0,841.6,44.74,30.54,0.0,run,8407.36
2024-05-19 11:00:00,0.127,32.1,4.63,48.0,907.5,46.71,32.01,0.0,RUN,9285.48
2024-05-19 12:00:00,0.111,33.0,4.38,47.0,919.5,48.05,33.48,0.0,RUN,9508.43
2024-05-19 13:00:00,0.129,34.3,4.46,45.0,875.1,49.26,34.06,0.0,RUN,8924.28
2024-05-19 14:00:00,0.138,35.7,5.63,42.0,770.3,47.84,34.01,0.0,RUN,7701.27
2024-05-19 15:00:00,0.159,35.8,5.85,42.0,572.1,43.93,34.88,0.0,RUN,5919.53
2024-05-19 16:00:00,0.224,34.9,6.07,42.0,373.4,39.62,34.21,0.0,RUN,3697.96
2024-05-19 17:00:00,0.198,34.9,5.14,40.0,167.1,36.2,34.21,0.0,RUN,1354.77
2024-05-19 18:00:00,0.271,33.4,4.27,47.0,24.8,33.35,32.19,0.0,RUN,0.0
2024-05-19 19:00:00,0.285,31.9,3.94,53.0,0.0,31.18,31.82,0.0,STANDBY,-8.68
2024-05-19 20:00:00,0.341,30.8,3.24,53.0,0.0,28.7,29.39,0.0,STANDBY,0.0
2024-05-19 21:00:00,0.273,29.8,3.25,54.0,0.0,28.61,29.23,0.0,STANDBY,0.0
2024-05-19 23:00:00,0.133,25.7,3.56,59.0,0.0,26.49,25.82,0.0,STANDBY,0.0
2024-05-20 00:00:00,0.235,27.4,3.65,65.0,0.0,26.76,27.57,0.0,STANDBY,-4.63
2024-05-20 01:00:00,0.222,26.0,3.55,68.0,0.0,25.95,26.56,0.0,STANDBY,0.0
2024-05-20 02:00:00,0.249,25.0,3.74,74.0,0.0,24.99,25.89,0.0,STANDBY,0.0
2024-05-20 03:00:00,0.25,24.6,4.12,75.0,0.0,25.09,25.0,0.0,STANDBY,0.0
20-05-2024 04:00,0.432,25.9,3.73,71.0,0.0,25.33,25.41,0.0,STANDBY,0.0
2024-05-20 05:00:00,0.463,26.0,4.15,69.0,0.0,25.93,26.35,0.0,STANDBY,0.0
2024-05-20 06:00:00,0.345,27.0,4.24,64.0,76.1,27.52,27.01,0.0,RUN,290.61
2024-05-20 07:00:00,0.238,28.6,4.12,64.0,263.6,32.7,27.57,0.0,RUN,2399.61
2024-05-20 08:00:00,0.262,29.4,3.91,58.0,467.2,37.91,29.37,0.0,RUN,4737.17
2024-05-20 09:00:00,0.172,30.8,5.28,54.0,675.9,43.32,30.32,0.0,RUN,6795.49
2024-05-20 10:00:00,0.177,32.5,6.42,54.0,827.8,46.64,31.7,0.0,RUN,8421.35
2024-05-20 11:00:00,0.235,34.4,6.6,53.0,875.2,47.66,33.91,0.0,RUN,9246.49
20-05-2024 12:00,0.319,35.3,6.73,53.0,946.5,48.88,35.21,0.0,RUN,9337.19
2024-05-20 13:00:00,0.187,35.9,6.05,48.0,885.4,47.37,35.26,0.0,RUN,8928.97
2024-05-20 14:00:00,0.253,36.3,7.39,47.0,775.3,47.02,35.46,0.0,RUN,7605.54
2024-05-20 15:00:00,0.236,36.9,7.78,45.0,597.4,43.63,35.22,0.0,RUN,5837.4
2024-05-20 16:00:00,0.227,36.4,7.58,43.0,373.2,42.35,36.0,0.0,,3675.31
2024-05-20 17:00:00,0.186,36.0,8.64,49.0,172.4,36.92,36.35,0.0,RUN,1332.18
2024-05-20 18:00:00,0.097,35.6,7.15,51.0,24.0,35.17,34.57,0.0,RUN,13.69
2024-05-20 19:00:00,0.132,34.4,5.97,55.0,0.0,35.14,33.45,0.0,STANDBY,-7.71
2024-05-20 20:00:00,0.203,33.2,4.83,54.0,0.0,32.72,31.82,0.0,STANDBY,0.0
2024-05-20 21:00:00,0.142,31.9,4.12,56.0,0.0,29.14,30.58,0.0,STANDBY,-2.2
2024-05-20 22:00:00,0.084,30.6,4.67,59.0,0.0,29.71,29.02,0.0,STANDBY,-7.57
2024-05-20 23:00:00,0.097,28.9,3.95,63.0,0.0,29.12,28.05,0.0,STANDBY,0.0
2024-05-21 00:00:00,0.173,26.8,3.48,66.0,0.0,25.48,25.02,0.0, STANDBY ,0.0
2024-05-21 01:00:00,0.189,26.1,3.61,70.0,0.0,25.57,24.5,0.0,STANDBY,0.0
2024-05-21 02:00:00,0.217,25.4,3.96,71.0,0.0,24.73,24.31,0.0,STANDBY,0.0
2024-05-21 03:00:00,0.399,25.5,3.51,71.0,0.0,22.72,23.48,0.0,STANDBY,0.0
2024-05-21 04:00:00,0.355,25.8,3.44,69.0,0.0,25.86,23.45,0.0,,0.0
2024-05-21 05:00:00,0.245,26.9,3.7,69.0,0.0,25.22,25.27,0.0,STANDBY,0.0
2024-05-21 06:00:00,0.23,27.9,4.1,67.0,74.0,26.86,25.66,0.0,RUN,282.69
2024-05-21 07:00:00,0.29,29.1,3.96,66.0,259.4,31.24,27.3,0.0,run,2392.88
2024-05-21 08:00:00,0.425,30.2,3.19,65.0,453.6,37.05,28.33,0.0,RUN,4558.68
2024-05-21 09:00:00,0.486,31.3,4.31,62.0,633.6,40.95,29.5,0.0,RUN,6505.23
2024-05-21 10:00:00,0.432,32.2,4.11,57.0,786.2,44.16,30.39,0.0,RUN,8123.45
2024-05-21 11:00:00,0.376,33.6,5.5,55.0,885.1,46.82,31.36,0.0,RUN,9017.92
2024-05-21 12:00:00,0.464,34.1,6.04,49.0,899.6,48.07,32.26,0.0,RUN,9134.07
2024-05-21 13:00:00,0.476,34.5,5.88,48.0,,,,0.0,,null
2024-05-21 14:00:00,0.514,34.7,6.77,47.0,,,NA,0.0,,
2024-05-21 15:00:00,0.314,35.7,6.38,43.0,null,NA,,0.0,,null
2024-05-21 16:00:00,0.299,35.6,6.9,48.0,,,,0.0,,NA
2024-05-21 17:00:00,0.521,35.0,6.32,50.0,,NA,null,0.0,,
2024-05-21 18:00:00,0.38,34.5,6.19,55.0,,,NA,0.0,,
2024-05-21 19:00:00,0.428,32.5,6.51,58.0,,,,0.0,,
2024-05-21 20:00:00,0.287,31.1,5.04,59.0,,,NA,0.0,,NA
2024-05-21 21:00:00,0.316,29.8,4.53,60.0,null,NA,NA,0.0,,NA
2024-05-21 22:00:00,0.156,28.6,5.17,60.0,,,,0.0,,
2024-05-21 23:00:00,0.18,27.2,4.16,64.0,,,,0.0,,
2024-05-22 00:00:00,0.22,26.0,4.23,70.0,,NA,,0.0,,
2024-05-22 01:00:00,0.449,25.1,4.57,72.0,0.0,25.93,25.81,0.0,STANDBY,0.0
2024-05-22 02:00:00,0.283,24.2,4.09,74.0,0.0,23.95,24.53,0.0,STANDBY,0.0
2024-05-22 03:00:00,0.254,24.6,4.53,69.0,0.0,24.38,24.66,0.0,STANDBY,-4.35
2024-05-22 04:00:00,0.16,24.7,4.44,69.0,0.0,24.22,25.25,0.0,STANDBY,0.0
2024-05-22 05:00:00,0.177,26.2,5.01,71.0,0.0,24.73,25.56,0.0,STANDBY,0.0
2024-05-22 06:00:00,0.179,27.4,4.54,65.0,71.3,27.77,26.77,0.0,RUN,193.77
2024-05-22 07:00:00,0.35,28.2,4.29,64.0,249.8,32.7,27.23,0.0,RUN,2367.41
2024-05-22 08:00:00,0.463,30.0,4.29,65.0,464.2,37.57,29.23,0.0,RUN,4603.84
2024-05-22 09:00:00,0.565,31.0,3.94,63.0,629.5,43.58,30.49,0.0,RUN,6303.29
2024-05-22 10:00:00,0.593,31.8,4.41,59.0,782.7,45.98,31.39,0.0,RUN,7740.05
2024-05-22 11:00:00,0.439,33.0,4.37,58.0,871.2,49.72,32.67,0.0,run,8755.4
2024-05-22 12:00:00,0.389,34.2,5.34,56.0,900.8,50.31,33.81,0.0,RUN,8966.45
2024-05-22 13:00:00,0.201,35.0,5.98,51.0,869.0,50.02,34.97,0.0,RUN,8759.44
2024-05-22 14:00:00,0.296,35.0,6.55,51.0,720.2,48.64,34.23,0.0,RUN,7455.68
2024-05-22 15:00:00,0.562,35.1,6.47,56.0,544.7,44.3,34.9,0.0,RUN,5391.28
2024-05-22 16:00:00,0.657,34.7,6.75,55.0,349.6,39.76,34.48,0.0,RUN,3413.15
2024-05-22 17:00:00,0.663,33.8,5.75,57.0,151.2,37.18,34.01,0.0, RUN ,1269.45
2024-05-22 18:00:00,0.529,33.1,5.31,60.0,19.3,33.88,33.11,0.0,RUN,7.42
2024-05-22 19:00:00,0.348,33.0,5.61,61.0,0.0,32.22,33.1,0.0,STANDBY,-6.24
2024-05-22 20:00:00,0.356,32.2,4.7,63.0,0.0,32.39,31.77,0.0,STANDBY,-10.57
2024-05-22 21:00:00,0.421,30.6,4.32,64.0,0.0,30.48,30.02,0.0,STANDBY,-7.54
2024-05-22 22:00:00,0.479,29.0,3.94,66.0,0.0,29.41,28.54,0.0,STANDBY,-2.4
2024-05-22 23:00:00,0.566,27.6,3.73,71.0,0.0,27.73,27.08,0.0,STANDBY,0.0
2024-05-23 00:00:00,0.661,23.4,4.27,66.0,0.0,23.46,23.81,0.0, standby ,0.0
2024-05-23 01:00:00,0.569,22.8,4.04,67.0,0.0,22.35,23.08,0.0,STANDBY,-2.78
2024-05-23 02:00:00,0.536,23.2,4.62,68.0,0.0,22.34,23.22,0.0,STANDBY,-5.61
2024-05-23 03:00:00,0.764,23.6,4.23,68.0,0.0,22.99,22.43,0.0,STANDBY,-8.44
2024-05-23 04:00:00,0.767,23.4,5.59,69.0,0.0,22.77,23.31,0.0,STANDBY,0.0
2024-05-23 05:00:00,0.684,24.3,5.27,68.0,0.0,24.27,22.91,0.0,STANDBY,-4.82
2024-05-23 06:00:00,0.729,24.8,4.47,66.0,63.6,25.52,24.36,0.0,RUN,230.73
2024-05-23 07:00:00,0.687,25.7,3.8,66.0,247.0,32.0,24.82,0.0,RUN,2246.4
23-05-2024 08:00,0.658,26.8,4.17,62.0,433.1,35.58,26.74,0.0,RUN,4488.26
2024-05-23 09:00:00,0.423,28.0,4.49,59.0,681.7,40.58,27.55,0.0,RUN,6763.02
2024-05-23 10:00:00,0.449,29.2,4.56,56.0,784.4,43.22,29.57,0.0,run,8165.99
2024-05-23 11:00:00,0.295,30.7,5.26,51.0,898.7,46.75,30.48,0.0,RUN,9120.33
2024-05-23 12:00:00,0.31,31.1,5.45,44.0,951.3,46.72,31.4,0.0,RUN,9326.09
2024-05-23 13:00:00,0.322,31.9,6.08,43.0,847.4,47.69,32.33,0.0,RUN,8831.56
2024-05-23 14:00:00,0.405,32.6,5.25,44.0,760.2,44.96,32.46,0.0,RUN,7632.79
2024-05-23 15:00:00,0.447,32.7,5.4,43.0,576.9,41.3,32.84,0.0,RUN,5822.07
2024-05-23 16:00:00,0.702,32.4,6.21,46.0,346.6,37.66,31.95,0.0,RUN,3408.25
2024-05-23 17:00:00,0.518,32.4,4.95,52.0,166.3,33.9,32.03,0.0,RUN,1294.57
2024-05-23 18:00:00,0.492,31.7,4.94,51.0,27.0,32.27,31.4,0.0,RUN,44.27
2024-05-23 19:00:00,0.439,30.9,4.18,57.0,0.0,29.62,30.22,0.0,STANDBY,-5.22
2024-05-23 20:00:00,0.504,29.5,3.2,58.0,0.0,29.54,29.76,0.0,STANDBY,-9.09
2024-05-23 21:00:00,0.471,28.6,3.49,61.0,0.0,27.34,27.99,0.0,STANDBY,0.0
2024-05-23 22:00:00,0.504,27.0,3.49,64.0,0.0,27.74,25.84,0.0,STANDBY,0.0
2024-05-23 23:00:00,0.532,26.5,2.86,65.0,0.0,25.57,26.01,0.0,STANDBY,0.0
2024-05-24 00:00:00,0.774,23.9,2.43,67.0,0.0,23.84,22.81,0.0,STANDBY,0.0
2024-05-24 01:00:00,0.704,23.1,2.57,68.0,0.0,21.06,21.33,0.0,STANDBY,-6.83
2024-05-24 02:00:00,0.612,22.4,2.55,67.0,0.0,20.64,21.54,0.0, STANDBY ,-9.05
2024-05-24 03:00:00,0.612,21.9,2.92,73.0,0.0,22.61,21.63,0.0,STANDBY,0.0
2024-05-24 04:00:00,0.499,22.2,3.19,68.0,0.0,20.1,21.03,0.0,STANDBY,-2.49
2024-05-24 05:00:00,0.612,22.9,4.47,71.0,0.0,20.7,22.6,0.0,STANDBY,0.0
2024-05-24 06:00:00,0.389,23.3,4.52,64.0,72.8,23.16,23.57,0.0,RUN,297.88
2024-05-24 07:00:00,0.401,24.9,4.74,61.0,223.4,28.51,24.24,0.0,run,2091.96
2024-05-24 08:00:00,0.542,26.1,4.76,58.0,373.2,32.73,24.82,0.0,RUN,3743.47
2024-05-24 09:00:00,0.521,26.7,4.84,59.0,550.3,36.31,-999.0,0.0,RUN,5551.75
2024-05-24 10:00:00,0.403,27.8,5.53,53.0,692.2,39.12,27.82,0.0,RUN,7083.22
2024-05-24 11:00:00,0.305,28.9,5.04,51.0,847.6,43.55,28.53,0.0,RUN,8645.3
2024-05-24 12:00:00,0.384,30.0,5.47,49.0,891.6,43.74,29.7,0.0,RUN,8955.51
2024-05-24 13:00:00,0.516,30.2,5.6,47.0,794.3,44.43,30.52,0.0,run,8233.96
2024-05-24 14:00:00,0.442,30.7,5.85,45.0,751.1,43.14,30.38,0.0,RUN,7389.61
2024-05-24 15:00:00,0.532,31.0,5.14,44.0,563.4,39.38,30.76,0.0,RUN,5588.04
2024-05-24 16:00:00,0.683,30.6,4.58,44.0,323.2,36.09,30.3,0.0,RUN,3303.74
2024-05-24 17:00:00,0.756,29.9,4.31,47.0,146.4,31.93,30.49,0.0,RUN,1139.16
2024-05-24 18:00:00,0.736,29.3,3.89,51.0,23.0,29.02,28.45,0.0,RUN,-6.37
2024-05-24 19:00:00,0.823,27.7,4.07,57.0,0.0,29.3,28.32,0.0,STANDBY,0.0
2024-05-24 20:00:00,0.684,27.0,4.13,56.0,0.0,28.51,26.92,0.0,STANDBY,-7.97
2024-05-24 21:00:00,0.757,26.0,3.48,61.0,0.0,26.49,26.03,0.0,STANDBY,0.0
2024-05-24 22:00:00,0.74,25.0,4.32,64.0,0.0,25.41,24.82,0.0,STANDBY,-5.07
2024-05-24 23:00:00,0.636,23.5,3.73,72.0,0.0,23.61,23.45,0.0,STANDBY,-6.7
2024-05-25 00:00:00,0.568,21.9,4.25,78.0,0.0,21.58,21.89,0.0,STANDBY,-3.01
2024-05-25 01:00:00,0.583,20.9,4.91,76.0,0.0,23.71,21.62,0.0,STANDBY,0.0
2024-05-25 02:00:00,0.566,20.8,4.71,79.0,0.0,22.01,21.02,0.0,standby,0.0
2024-05-25 03:00:00,0.448,20.3,4.75,80.0,0.0,19.8,20.63,0.0,STANDBY,0.0
2024-05-25 04:00:00,0.434,20.7,4.41,77.0,0.0,19.47,20.57,0.0,STANDBY,0.0
2024-05-25 05:00:00,0.349,21.4,3.79,74.0,0.0,22.14,21.33,0.0,STANDBY,0.0
2024-05-25 06:00:00,0.418,22.2,4.04,72.0,69.0,26.37,22.88,0.0, RUN ,281.73
25-05-2024 07:00,0.483,23.3,4.75,73.0,234.4,27.17,23.88,0.0,RUN,2316.6
2024-05-25 08:00:00,0.458,24.6,3.7,69.0,452.2,33.61,25.28,0.0,RUN,4558.82
2024-05-25 09:00:00,0.523,26.1,3.98,64.0,617.7,37.49,26.12,0.0,RUN,6447.25
2024-05-25 10:00:00,0.542,27.8,4.3,62.0,789.9,43.05,27.16,0.0,RUN,7893.3
2024-05-25 11:00:00,0.593,28.1,4.73,60.0,820.6,43.14,28.24,0.0,RUN,8287.73
2024-05-25 12:00:00,0.497,29.3,5.36,60.0,828.6,43.54,29.06,0.0,RUN,8666.69
2024-05-25 13:00:00,0.319,30.5,4.49,53.0,850.3,44.0,30.1,0.0,RUN,8725.0
2024-05-25 14:00:00,0.297,31.0,4.25,52.0,768.5,42.07,30.66,0.0,RUN,7605.76
2024-05-25 15:00:00,0.374,31.0,5.1,49.0,594.2,39.08,31.35,0.0,RUN,5861.81
2024-05-25 16:00:00,0.46,31.1,5.19,50.0,369.0,37.95,31.74,0.0,RUN,3688.33
2024-05-25 17:00:00,0.523,30.5,5.89,51.0,172.7,32.6,30.1,0.0,RUN,1346.42
2024-05-25 18:00:00,0.424,29.9,6.04,52.0,21.0,29.62,29.29,0.0,RUN,-8.23
2024-05-25 19:00:00,0.311,28.6,5.28,54.0,0.0,27.71,28.31,0.0,STANDBY,-5.47
2024-05-25 20:00:00,0.431,27.0,4.94,60.0,0.0,27.76,28.28,0.0,STANDBY,0.0
25-05-2024 21:00,0.403,26.1,4.56,60.0,0.0,24.7,26.85,0.0,STANDBY,-2.04
2024-05-25 22:00:00,0.42,25.2,4.38,61.0,0.0,24.99,24.7,0.0,STANDBY,0.0
2024-05-25 23:00:00,0.573,23.0,4.24,65.0,0.0,24.89,23.18,0.0,STANDBY,0.0
2024-05-26 00:00:00,0.671,23.0,3.78,65.0,0.0,22.22,21.49,0.0,STANDBY,-4.33
2024-05-26 01:00:00,0.703,22.8,4.36,70.0,0.0,20.17,20.65,0.0,STANDBY,-7.78
2024-05-26 02:00:00,0.745,21.9,3.98,72.0,0.0,19.0,21.0,0.0,STANDBY,-10.67
2024-05-26 03:00:00,0.838,21.7,4.97,74.0,0.0,19.58,19.91,0.0,STANDBY,-7.26
2024-05-26 04:00:00,0.883,22.1,4.52,73.0,0.0,19.53,20.09,0.0,STANDBY,0.0
2024-05-26 05:00:00,0.76,23.0,3.67,71.0,0.0,20.9,20.81,0.0,STANDBY,-9.32
2024-05-26 06:00:00,0.598,24.0,4.22,70.0,70.5,22.38,21.74,0.0,RUN,326.04
2024-05-26 07:00:00,0.68,24.4,3.87,68.0,233.4,25.81,23.15,0.0, RUN ,2161.96
2024-05-26 08:00:00,0.655,25.8,4.06,61.0,442.3,31.72,24.38,0.0,RUN,4534.54
2024-05-26 09:00:00,0.797,27.7,4.05,60.0,612.0,37.55,24.97,0.0,RUN,6295.93
2024-05-26 10:00:00,0.793,28.9,3.81,54.0,757.3,41.92,27.5,0.0,RUN,7786.12
2024-05-26 11:00:00,0.549,29.4,4.26,48.0,898.2,43.95,26.96,0.0,run,9012.92
2024-05-26 12:00:00,0.465,30.0,4.02,47.0,916.5,42.65,29.35,0.0,RUN,9255.27
2024-05-26 13:00:00,0.504,29.8,5.45,46.0,863.6,42.94,29.23,0.0,RUN,8609.05
2024-05-26 14:00:00,0.575,30.2,5.65,52.0,721.7,41.52,30.42,0.0,RUN,7374.96
2024-05-26 15:00:00,0.45,30.7,5.45,48.0,591.8,38.88,30.56,0.0,RUN,5811.66
2024-05-26 16:00:00,0.425,30.5,5.05,46.0,379.0,37.29,29.71,0.0,RUN,3741.37
2024-05-26 17:00:00,0.51,30.4,5.38,50.0,168.4,31.1,29.09,0.0,RUN,1324.96
2024-05-26 18:00:00,0.379,29.7,5.07,53.0,21.5,28.67,28.84,0.0,RUN,8.41
2024-05-26 19:00:00,0.529,28.9,4.31,55.0,0.0,28.1,27.57,0.0,STANDBY,-4.26
2024-05-26 19:00:00,0.529,28.9,4.31,55.0,0.0,28.1,27.57,0.0,STANDBY,-4.26
2024-05-26 20:00:00,0.475,27.5,4.56,60.0,0.0,27.42,26.7,0.0,STANDBY,-5.95
2024-05-26 21:00:00,0.513,26.3,3.92,66.0,0.0,25.42,25.07,0.0,standby,-3.78
